collision_year_x,vehicle_type,towing_and_articulation,vehicle_manoeuvre_historic,vehicle_manoeuvre,vehicle_direction_from,vehicle_direction_to,vehicle_location_restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,first_point_of_impact,vehicle_left_hand_drive,journey_purpose_of_driver_historic,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_cc,propulsion_code,age_of_vehicle,driver_imd_decile,escooter_flag,driver_distance_banding,collision_year_y,police_force,number_of_vehicles,number_of_casualties,day_of_week,local_authority_district,first_road_class,first_road_number,road_type,speed_limit,junction_detail_historic,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control_historic,pedestrian_crossing_physical_facilities_historic,pedestrian_crossing,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards_historic,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,collision_injury_based,high_risk,hour,month
2024,3,0,4,4,5,1,0,1,0,0,0,0,0,1,6,6,1,23,5,125,1,11,3,0,1,2024,1,2,1,4,-1,5,0,2,20,6,16,4,3,1006,0,0,0,1,1,1,0,0,0,1,1,2,0,0,10,6
2024,3,0,18,19,6,2,4,0,0,0,0,0,1,1,6,6,1,18,4,125,1,9,3,0,1,2024,43,2,1,5,-1,3,4,2,30,0,0,-1,0,-1,0,5,15,4,2,2,0,0,0,1,3,2,0,0,21,6
2024,4,0,14,14,1,5,0,0,1,0,0,0,0,1,6,6,1,17,4,125,1,1,5,0,1,2024,55,2,1,7,-1,3,349,6,40,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,2,1,2,0,0,17,11
2024,3,0,-1,13,2,6,0,0,0,0,0,0,2,1,-1,9,1,21,5,125,1,2,4,0,1,2024,20,2,1,5,-1,6,0,6,20,-1,0,-1,6,0,-1,-1,0,1,1,2,-1,-1,0,1,3,2,1,0,19,5
2024,3,0,18,19,7,3,0,1,0,0,0,0,1,1,6,6,1,22,5,125,1,6,1,0,2,2024,5,2,1,4,-1,6,0,6,20,3,13,4,6,0,0,0,0,1,1,1,0,0,0,1,2,2,0,1,19,3
2024,3,0,18,19,6,2,0,0,0,0,0,0,1,1,6,6,1,17,4,125,1,4,5,0,1,2024,52,2,1,7,-1,6,0,6,20,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,1,1,2,0,0,18,4
2024,4,0,-1,9,5,2,0,5,0,0,0,0,1,1,-1,6,1,24,5,125,1,11,1,0,1,2024,20,2,1,4,-1,6,0,6,30,-1,19,4,3,435,-1,-1,14,1,1,1,-1,-1,0,1,1,2,1,0,14,6
2024,3,0,18,19,8,4,2,8,0,0,0,0,3,1,6,6,1,17,4,125,1,2,5,0,1,2024,52,2,1,7,-1,6,0,6,20,8,18,4,6,0,0,0,0,1,1,2,0,0,0,1,1,2,0,1,15,9
2024,4,0,18,19,2,6,0,1,0,0,0,0,1,1,6,6,1,22,5,125,1,6,3,0,1,2024,54,2,1,7,-1,6,0,6,30,3,13,2,6,0,0,4,14,4,2,2,0,0,0,1,1,2,0,0,22,4
2024,3,0,18,19,5,1,0,8,0,0,0,0,3,1,6,6,1,17,4,125,1,2,4,0,2,2024,52,2,1,3,-1,6,0,6,30,6,16,2,6,0,0,5,15,4,1,1,0,0,0,1,1,2,0,0,22,11
2024,3,0,18,19,4,8,0,1,0,8,0,0,1,1,1,1,1,25,5,125,1,2,4,0,1,2024,43,2,1,2,-1,6,0,6,30,6,16,4,6,0,0,0,0,1,2,2,0,0,0,1,1,2,0,0,14,11
2024,3,0,4,4,1,3,0,8,0,0,0,0,2,1,6,6,1,22,5,125,1,2,7,0,2,2024,52,2,1,5,-1,3,4,1,40,1,0,2,3,403,0,0,0,1,1,1,0,0,0,1,1,1,0,0,12,11
2024,4,0,18,19,5,1,0,1,0,0,0,0,1,1,6,6,1,17,4,125,1,7,7,0,2,2024,54,2,1,6,-1,6,0,6,30,3,13,4,6,0,0,0,0,1,1,1,0,0,0,1,1,2,0,1,12,7
2024,3,0,18,19,4,8,0,8,0,0,0,0,4,1,2,2,1,19,4,125,1,7,-1,0,-1,2024,43,2,1,6,-1,6,0,6,30,8,18,4,6,0,0,0,0,1,1,1,0,0,0,1,3,2,0,0,13,10
2024,3,0,18,19,2,6,0,0,0,0,0,0,1,1,6,6,2,23,5,125,1,3,8,0,1,2024,52,2,1,1,-1,6,0,6,30,0,0,-1,0,-1,0,0,0,4,1,2,0,0,0,1,1,2,0,1,22,5
2024,2,0,-1,7,7,3,9,0,0,0,7,0,1,1,-1,9,1,18,4,125,1,11,9,0,1,2024,10,2,1,7,-1,5,0,6,30,-1,0,-1,6,0,-1,-1,0,1,8,1,-1,-1,0,1,1,2,1,1,19,4
2024,3,0,18,19,6,2,0,0,0,0,0,0,1,1,1,1,1,20,4,125,1,11,9,0,1,2024,62,2,1,5,-1,6,0,6,30,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,1,1,-1,0,0,15,6
2024,3,0,13,13,5,1,0,1,0,0,0,0,1,1,6,6,1,19,4,125,1,1,-1,0,-1,2024,1,2,1,3,-1,3,2043,6,20,3,13,4,6,0,0,0,0,1,2,2,0,0,0,1,1,2,0,0,17,3
2024,3,0,18,19,4,8,0,0,0,0,0,0,1,1,6,6,2,19,4,125,1,2,1,0,2,2024,55,2,1,2,-1,4,3058,6,40,0,0,-1,0,-1,0,8,17,4,1,1,0,6,19,1,1,2,0,0,17,1
2024,4,0,18,19,5,1,0,0,0,0,0,0,1,1,6,6,1,25,5,125,1,1,1,0,1,2024,52,2,1,5,-1,6,0,6,30,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,1,1,2,0,0,11,7
2024,3,0,12,12,8,6,0,8,0,0,0,0,1,1,6,6,1,24,5,125,1,0,4,0,1,2024,52,2,1,2,-1,3,420,1,30,1,0,4,3,420,0,0,0,1,1,1,0,0,0,1,1,2,0,0,12,10
2024,3,0,18,19,7,3,0,1,0,0,0,0,1,1,1,1,1,25,5,125,1,6,4,0,1,2024,1,2,1,1,-1,3,307,2,20,6,16,2,3,305,2,0,12,1,8,2,0,0,0,1,1,2,0,0,17,3
2024,3,0,-1,19,2,6,0,0,0,0,0,0,2,1,-1,6,1,22,5,125,1,1,1,0,5,2024,20,2,1,7,-1,6,0,6,30,-1,0,-1,-1,-1,-1,-1,0,4,2,2,-1,-1,0,1,1,2,1,0,21,9
2024,3,0,-1,19,1,1,0,1,0,0,0,0,0,1,-1,9,1,19,4,125,1,2,1,0,4,2024,7,2,1,4,-1,6,0,6,30,-1,19,2,3,5060,-1,-1,0,4,1,1,-1,-1,0,1,1,2,1,0,21,10
2024,3,0,-1,19,7,3,0,1,5,0,0,0,1,1,-1,1,1,20,4,125,1,14,3,0,2,2024,50,2,1,3,-1,4,3416,6,30,-1,13,4,6,0,-1,-1,0,4,1,2,-1,-1,0,1,1,2,1,0,6,2
2024,3,0,7,7,6,8,0,5,0,0,0,0,1,1,6,6,1,24,5,125,1,2,4,0,2,2024,52,2,1,5,-1,6,0,6,20,6,16,4,6,0,0,0,0,1,2,2,0,0,0,1,1,2,0,0,9,5
2024,3,0,-1,4,5,6,0,1,0,0,0,0,2,1,-1,9,1,19,4,125,1,0,-1,0,-1,2024,10,2,1,2,-1,4,1505,6,30,-1,13,4,4,1326,-1,-1,17,1,1,1,-1,-1,0,1,1,2,1,0,9,11
2024,3,0,9,9,8,5,0,6,0,0,0,0,1,1,6,6,1,23,5,125,1,1,8,0,3,2024,52,3,1,7,-1,6,0,6,30,8,18,4,6,0,0,0,0,4,1,1,0,0,0,1,1,2,0,0,19,3
2024,3,0,-1,13,2,3,0,1,1,0,0,0,4,1,-1,9,1,17,4,125,1,5,1,0,1,2024,14,2,1,4,-1,6,0,6,30,-1,13,4,6,0,-1,-1,13,1,1,1,-1,-1,0,1,1,2,1,1,18,7
2024,3,0,3,3,6,2,0,0,0,0,0,0,1,1,6,6,1,24,5,125,1,1,5,0,2,2024,52,2,1,5,-1,6,0,6,20,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,1,3,2,0,0,12,3
2024,3,0,18,19,1,5,0,0,0,0,0,0,1,1,6,6,1,24,5,125,1,5,4,0,1,2024,52,2,1,6,-1,6,0,6,30,0,0,-1,0,-1,0,0,0,1,2,2,0,0,0,1,1,2,0,0,17,7
2024,3,0,3,3,9,9,0,0,0,0,0,0,1,1,6,6,1,22,5,125,1,0,2,0,1,2024,52,2,1,4,-1,6,0,6,20,0,0,-1,0,-1,0,1,13,1,1,1,0,0,0,1,3,2,0,0,11,9
2024,3,0,-1,-1,1,5,0,8,0,0,0,0,1,1,1,1,1,25,5,125,1,0,2,0,4,2024,1,2,1,4,-1,3,217,6,20,-1,-1,2,6,0,2,4,12,1,1,2,0,0,0,1,1,2,0,0,8,11
2024,3,0,-1,19,5,1,0,0,0,0,0,0,1,1,-1,7,1,19,4,125,1,5,1,0,1,2024,14,2,2,3,-1,6,0,6,30,-1,0,-1,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,1,0,9,6
2024,3,0,18,19,8,4,0,8,0,0,0,0,9,1,1,1,1,25,5,125,1,0,8,0,2,2024,43,2,1,2,-1,3,4155,6,30,3,13,4,6,0,0,0,0,1,1,1,0,0,0,1,3,2,0,0,14,7
2024,3,0,18,19,1,5,0,8,0,0,0,0,1,1,6,6,1,18,4,125,1,5,3,0,1,2024,52,2,1,6,-1,6,0,6,20,8,18,4,6,0,0,0,0,4,1,1,0,0,0,1,1,2,0,0,19,11
2024,3,0,-1,7,2,4,0,6,0,0,0,0,3,1,-1,9,1,25,5,125,1,3,1,0,2,2024,20,2,1,2,-1,6,0,6,30,-1,13,4,6,0,-1,-1,0,1,1,1,-1,-1,0,1,3,2,1,0,18,7
2024,4,0,18,19,8,5,0,6,0,0,0,0,1,1,6,6,1,17,4,125,1,1,1,0,2,2024,52,2,1,6,-1,4,3128,6,30,3,13,2,6,0,0,0,0,1,1,1,0,0,0,2,1,2,0,1,17,6
2024,3,0,3,3,1,5,0,0,0,0,0,0,1,1,2,2,1,22,5,125,1,7,4,0,1,2024,43,2,1,7,-1,6,0,6,30,0,0,-1,0,-1,0,0,0,4,1,2,0,0,0,1,3,2,0,0,20,9
2024,3,0,18,19,3,7,0,0,0,0,0,0,0,1,6,6,1,21,5,125,1,13,1,0,1,2024,44,1,1,7,-1,6,0,6,20,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,1,1,2,0,0,11,5
2024,3,0,99,99,9,9,99,0,9,99,9,99,9,1,2,2,1,17,4,125,1,1,7,0,1,2024,1,2,1,6,-1,4,358,6,20,0,0,-1,0,-1,0,5,15,1,1,1,0,0,0,1,3,2,0,0,13,5
2024,3,0,18,19,6,2,0,1,0,0,0,0,1,1,6,6,1,24,5,125,1,0,3,0,2,2024,1,2,1,2,-1,3,217,3,20,3,13,4,6,0,0,0,0,1,1,1,0,0,0,1,1,2,0,1,12,7
2024,3,0,5,5,5,1,0,2,0,0,0,0,1,1,6,6,1,21,5,125,1,1,7,0,1,2024,1,2,1,5,-1,3,2043,6,20,3,13,2,6,0,0,5,15,4,1,1,0,0,0,1,1,2,0,0,21,10
2024,3,0,14,14,8,4,0,8,0,0,0,0,1,1,6,6,1,17,4,125,1,1,4,0,1,2024,52,2,1,6,-1,3,37,6,30,3,13,4,6,0,0,0,0,1,2,2,0,0,0,1,1,2,0,0,15,9
2024,3,0,-1,19,3,7,0,8,0,0,0,0,4,1,-1,2,1,25,5,125,1,2,1,0,2,2024,20,2,1,7,-1,6,0,6,30,-1,13,4,6,0,-1,-1,0,1,1,1,-1,-1,0,1,3,2,1,0,19,6
2024,3,0,18,19,7,3,0,8,0,0,0,0,1,1,2,2,1,24,5,125,1,13,10,0,5,2024,44,2,2,4,-1,6,0,6,20,6,16,4,6,0,0,0,0,4,1,1,0,0,0,1,1,2,0,0,21,6
2024,3,0,18,19,6,2,0,8,0,0,0,0,4,1,2,2,1,17,4,125,1,2,8,0,1,2024,43,2,1,2,-1,6,0,6,30,8,18,4,6,0,0,0,0,1,1,1,0,0,0,1,3,2,0,0,18,9
2024,3,0,18,19,2,6,0,8,0,0,0,0,4,1,6,6,1,18,4,125,1,2,10,0,1,2024,52,2,1,6,-1,6,0,6,20,8,18,4,6,0,0,0,0,1,1,1,0,0,0,1,1,2,0,0,13,6
2024,3,0,4,4,3,7,0,1,0,0,0,0,4,1,6,6,1,24,5,125,1,0,-1,0,-1,2024,1,2,1,2,-1,5,0,6,30,3,13,4,6,0,0,4,14,1,1,1,0,0,0,1,1,2,0,0,19,6
2024,3,0,4,4,2,6,0,0,0,0,0,0,1,1,6,6,1,25,5,125,1,0,5,0,4,2024,52,2,1,3,-1,6,0,6,20,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,1,3,2,0,0,12,11
2024,5,0,3,3,3,7,0,1,0,0,0,0,2,1,6,6,1,25,5,125,1,1,4,0,1,2024,52,2,1,7,-1,6,0,6,30,3,13,4,6,0,0,0,0,1,1,1,0,0,0,1,3,2,0,0,18,3
2024,3,0,18,19,3,7,0,0,0,0,0,0,1,1,1,1,1,24,5,125,1,1,3,0,2,2024,1,3,1,3,-1,3,2043,6,20,0,0,-1,0,-1,0,1,13,1,1,1,0,0,0,1,1,2,0,1,11,10
2024,3,0,-1,19,1,5,0,8,0,0,0,0,1,1,-1,6,1,19,4,125,1,3,-1,0,-1,2024,31,2,1,3,-1,3,610,3,30,-1,-1,2,3,6130,-1,-1,14,4,8,1,-1,-1,0,1,1,2,1,0,23,11
2024,3,0,-1,12,4,8,2,0,0,0,0,0,1,1,-1,6,1,25,5,125,1,7,1,0,1,2024,20,2,1,6,-1,4,4128,3,30,-1,0,-1,6,0,-1,-1,0,1,1,1,-1,-1,0,1,3,2,1,1,18,10
2024,3,0,13,13,6,2,0,8,0,0,0,0,1,1,6,6,1,18,4,125,1,2,10,0,2,2024,52,2,1,7,-1,3,432,6,20,3,13,4,6,0,0,4,14,4,1,1,0,0,0,1,1,2,0,0,1,1
2024,2,0,-1,19,6,2,0,2,0,0,0,0,4,1,-1,2,2,19,4,125,1,2,3,0,3,2024,17,1,1,6,-1,3,66,3,50,-1,13,2,6,0,-1,-1,0,4,1,1,-1,-1,0,2,1,2,1,0,20,8
2024,4,0,18,19,8,4,0,8,0,0,0,0,1,1,6,6,1,20,4,125,1,11,4,0,1,2024,43,2,1,1,-1,4,4034,6,60,3,13,4,6,0,0,0,0,1,2,2,0,0,0,1,1,2,0,1,18,10
2024,3,0,18,19,6,2,0,8,0,0,0,0,4,1,6,6,1,25,5,125,1,1,-1,0,-1,2024,55,2,1,2,-1,6,0,6,30,3,13,4,6,0,0,0,0,1,1,1,0,0,0,1,2,2,0,0,8,7
2024,9,0,18,19,3,7,0,0,0,0,0,0,1,1,6,6,1,22,5,2999,8,2,6,0,2,2024,1,2,3,1,-1,3,406,3,50,0,0,-1,0,-1,0,0,0,4,2,2,0,0,0,2,1,2,0,0,0,9
2024,9,0,-1,3,6,5,0,1,0,0,0,0,2,1,-1,9,1,25,5,1200,1,5,8,0,3,2024,20,3,2,4,-1,3,47,1,40,-1,-1,4,4,4137,-1,-1,14,1,1,1,-1,-1,0,1,1,2,1,0,18,9
2024,9,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,9,-1,6,1,17,4,1500,2,3,3,0,1,2024,6,2,2,1,-1,6,0,6,30,-1,0,-1,6,0,-1,-1,0,1,1,1,-1,-1,0,1,3,2,1,0,10,7
2024,9,0,-1,19,7,3,0,5,0,0,1,11,1,1,-1,9,1,21,5,1560,2,12,-1,0,-1,2024,6,2,1,3,-1,6,0,6,30,-1,16,4,6,0,-1,-1,0,4,2,2,-1,-1,21,1,1,2,1,0,17,12
2024,9,0,18,19,3,7,0,4,0,0,0,0,3,1,1,1,2,22,5,1200,1,3,10,0,5,2024,1,2,1,1,-1,3,2016,1,50,1,0,4,6,0,0,0,0,4,1,2,0,0,0,2,1,2,0,0,18,11
2024,9,0,-1,19,1,5,0,8,0,0,0,0,2,1,-1,9,1,22,5,1500,2,5,3,0,1,2024,33,2,1,1,-1,3,594,3,30,-1,13,2,6,0,-1,-1,15,4,1,1,-1,-1,0,1,3,2,1,1,20,9
2024,9,0,-1,19,1,5,0,1,0,0,0,0,0,1,-1,1,1,23,5,1499,2,1,1,0,1,2024,6,3,2,1,-1,4,6377,6,30,-1,13,4,6,0,-1,-1,0,1,2,2,-1,-1,0,1,1,2,1,0,14,9
2024,9,0,-1,19,1,5,0,1,0,0,0,0,1,1,-1,6,2,22,5,1560,2,7,3,0,4,2024,35,2,1,7,-1,6,0,6,30,-1,19,4,6,0,-1,-1,0,4,4,1,-1,-1,17,1,1,2,1,0,5,12
2024,9,0,-1,19,6,2,0,0,0,0,0,0,2,1,-1,6,2,25,5,1560,2,12,-1,0,-1,2024,31,2,1,2,-1,4,684,6,30,-1,0,-1,6,0,-1,-1,0,1,1,1,-1,-1,0,1,3,2,1,0,10,2
2024,9,0,-1,4,6,2,0,0,0,0,0,0,3,1,-1,2,2,22,5,1590,1,29,6,0,3,2024,63,3,1,3,-1,3,495,6,60,-1,0,-1,6,0,-1,-1,0,1,3,3,-1,-1,0,2,1,-1,1,0,7,11
2024,3,0,-1,19,5,1,0,0,1,0,0,0,1,1,-1,2,1,19,4,125,1,0,5,0,3,2024,50,2,1,4,-1,6,0,6,60,-1,0,-1,6,0,-1,-1,0,1,2,2,-1,-1,0,2,1,2,1,0,16,7
2024,23,0,-1,19,4,8,0,8,0,0,0,0,3,1,-1,6,1,25,5,-1,3,0,3,0,1,2024,20,2,1,2,-1,6,0,6,30,-1,16,2,6,0,-1,-1,15,4,5,2,-1,-1,0,1,2,2,1,0,20,12
2024,23,0,99,99,9,9,99,9,9,99,9,99,2,1,1,1,1,24,5,-1,3,3,6,0,4,2024,1,2,1,6,-1,3,112,6,20,3,13,2,3,112,0,5,15,1,5,2,0,0,0,1,3,2,0,0,17,3
2024,23,0,3,3,8,4,0,1,0,0,0,0,2,1,2,2,1,24,5,-1,3,3,1,0,2,2024,44,2,1,3,-1,3,3,3,40,3,13,2,6,0,0,5,15,1,1,1,0,0,0,1,2,2,0,0,15,3
2024,3,0,5,5,8,4,0,6,0,0,0,0,2,1,2,2,1,24,5,-1,3,2,8,0,2,2024,1,2,1,2,-1,4,272,7,30,5,0,4,3,232,0,0,0,4,1,1,0,0,0,1,1,2,0,0,20,4
2024,23,0,18,19,5,1,0,1,1,4,0,0,1,1,6,6,1,18,4,-1,3,0,6,0,3,2024,1,2,1,2,-1,6,0,6,30,3,13,4,6,0,0,0,0,4,1,2,0,0,0,1,1,2,0,1,21,5
2024,3,0,18,19,5,1,0,8,0,0,0,0,3,1,1,1,1,24,5,-1,3,4,4,0,1,2024,43,2,1,4,-1,6,0,6,30,6,16,4,6,0,0,1,13,1,1,1,0,0,0,1,3,2,0,0,18,10
2024,9,0,-1,19,2,6,0,1,0,0,0,0,1,1,-1,9,1,22,5,3996,1,2,10,0,3,2024,6,2,2,7,-1,3,56,3,40,-1,16,2,4,5160,-1,-1,15,4,1,1,-1,-1,0,1,1,2,1,0,23,10
2024,9,0,10,10,7,5,0,1,0,0,0,0,2,1,6,6,2,22,5,998,1,35,6,0,2,2024,44,3,1,1,-1,4,2177,6,40,3,13,4,6,0,0,0,0,1,1,1,0,0,0,2,1,2,0,0,18,6
2024,9,0,-1,19,8,4,0,0,0,0,0,0,1,1,-1,6,1,17,4,-1,3,1,3,0,4,2024,22,2,1,3,-1,6,0,2,60,-1,0,-1,-1,-1,-1,-1,0,1,1,1,-1,-1,0,2,1,2,1,0,18,8
2024,9,0,9,9,3,2,0,4,0,0,0,0,1,1,6,6,1,17,4,1341,1,21,8,0,1,2024,43,2,1,2,-1,6,0,1,30,2,0,4,6,0,0,0,0,1,2,2,0,0,0,1,3,2,0,0,20,5
2024,9,0,-1,8,2,4,0,6,0,0,0,0,3,1,-1,9,2,19,4,1599,1,19,2,0,1,2024,99,3,3,3,-1,3,9,6,50,-1,17,3,4,9174,-1,-1,0,1,1,1,-1,-1,0,2,1,-1,1,0,13,7
2024,3,0,18,19,2,4,0,8,0,0,0,0,1,1,6,6,1,17,4,124,1,15,6,0,3,2024,52,2,1,5,-1,6,0,6,40,3,13,4,3,362,0,0,0,1,1,1,0,0,0,2,1,2,0,0,13,10
2024,3,0,-1,15,8,4,0,1,0,0,0,0,1,1,-1,6,1,24,5,124,1,16,10,0,3,2024,20,2,1,6,-1,4,4135,6,30,-1,13,4,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,1,0,8,1
2024,9,0,18,19,2,6,0,8,0,0,0,0,4,1,1,1,1,23,5,1398,2,18,2,0,1,2024,44,2,2,7,-1,3,33,6,30,6,16,2,3,35,0,5,15,4,1,1,0,0,0,1,1,2,0,0,23,9
2024,9,0,-1,19,7,3,0,2,0,0,0,0,3,1,-1,6,1,24,5,1360,1,22,1,0,1,2024,20,2,1,1,-1,4,4144,6,30,-1,13,2,4,4515,-1,-1,0,4,1,1,-1,-1,0,1,2,2,1,0,22,6
2024,9,0,-1,19,5,8,0,0,5,0,0,0,1,1,-1,9,1,17,4,1124,1,19,-1,0,-1,2024,3,1,1,7,-1,4,6259,6,60,-1,0,-1,-1,-1,-1,-1,0,1,7,2,-1,-1,0,2,1,2,1,0,10,1
2024,9,0,18,19,5,1,0,0,0,0,1,4,1,1,6,6,1,18,4,1398,2,19,-1,0,-1,2024,60,2,1,4,-1,6,0,6,60,0,0,-1,0,-1,0,0,0,1,2,2,0,0,0,2,1,-1,0,0,19,4
2024,9,0,10,10,6,2,0,1,0,0,0,0,2,1,6,6,1,20,4,1360,1,18,-1,0,-1,2024,60,3,3,1,-1,3,5104,6,50,9,19,4,6,0,0,0,0,1,1,1,0,0,0,2,1,-1,0,1,15,6
2024,9,0,-1,19,1,4,0,6,0,0,7,0,1,9,-1,9,1,19,4,1398,2,18,7,0,1,2024,50,2,1,3,-1,4,3289,6,40,-1,13,4,6,0,-1,-1,0,6,1,1,-1,-1,0,2,1,2,1,0,20,8
2024,9,0,-1,19,2,3,0,0,0,0,0,0,1,1,-1,6,1,18,4,1124,1,19,2,0,1,2024,20,1,1,3,-1,4,4175,6,30,-1,0,-1,-1,-1,-1,-1,14,4,1,1,-1,-1,0,1,1,2,1,0,21,8
2024,9,0,9,9,5,2,0,8,0,0,0,0,3,1,6,6,2,23,5,1587,1,18,-1,0,-1,2024,60,2,2,1,-1,4,5097,6,20,3,13,4,6,0,0,0,0,1,2,2,0,0,0,1,1,-1,0,0,14,11
2024,9,0,-1,19,3,7,0,0,0,0,0,0,1,1,-1,2,1,17,4,1124,1,24,5,0,4,2024,13,1,1,2,-1,1,62,3,70,-1,0,-1,-1,-1,-1,-1,0,1,1,1,-1,-1,0,2,1,1,1,0,10,6
2024,9,0,18,19,8,4,0,0,2,10,2,3,3,1,6,6,1,19,4,1360,1,23,3,0,1,2024,43,1,3,5,-1,4,416,6,40,0,0,-1,0,-1,0,0,0,6,1,1,0,7,20,1,1,2,0,1,0,5
2024,9,0,-1,19,3,7,0,0,0,0,0,0,1,1,-1,9,2,23,5,1997,2,23,6,0,4,2024,47,4,2,1,-1,3,27,7,70,-1,0,-1,3,27,-1,-1,0,1,1,2,-1,-1,0,2,1,1,1,0,17,3
2024,9,0,-1,19,1,5,0,0,1,0,0,0,4,1,-1,6,1,20,4,1124,1,19,-1,0,-1,2024,21,1,1,1,-1,4,5051,6,30,-1,0,-1,6,0,-1,-1,0,1,1,1,-1,-1,0,1,3,2,1,0,19,3
2024,9,0,9,9,8,6,0,8,0,0,0,0,1,1,6,6,1,20,4,1360,1,20,8,0,1,2024,52,2,2,7,-1,3,39,6,30,6,16,2,6,0,0,5,15,1,1,1,0,0,0,1,1,2,0,0,13,6
2024,9,0,18,19,8,4,0,1,0,0,0,0,4,1,6,6,2,20,4,1360,1,23,5,0,2,2024,1,2,2,4,-1,3,2043,6,20,3,13,4,6,0,0,8,17,1,2,2,0,0,0,1,1,2,0,1,15,5
2024,9,0,4,4,8,4,0,1,0,0,0,0,2,1,6,6,1,23,5,1360,1,15,6,0,5,2024,52,3,1,2,-1,4,4058,6,30,3,13,2,6,0,0,5,15,4,2,2,0,0,0,2,1,2,0,0,18,3
2024,9,0,18,19,6,2,0,1,2,0,1,10,1,1,2,2,1,20,4,1587,1,21,4,0,1,2024,55,1,1,5,-1,4,3159,6,60,3,13,4,6,0,0,0,0,1,1,1,0,0,0,2,1,2,0,0,7,8
2024,19,0,-1,9,6,4,0,6,0,0,0,0,4,1,-1,1,1,22,5,2299,2,11,1,0,5,2024,16,2,1,5,-1,6,0,6,30,-1,16,4,6,0,-1,-1,0,1,2,2,-1,-1,0,2,1,2,1,0,12,12
2024,90,0,-1,19,3,7,0,0,0,0,0,0,3,1,-1,1,2,21,5,-1,-1,-1,6,0,4,2024,99,2,1,1,-1,4,731,6,60,-1,0,-1,-1,-1,-1,-1,0,1,2,2,-1,-1,0,2,1,-1,1,0,13,11
2024,5,0,18,19,2,6,0,1,0,0,0,0,0,1,6,6,1,23,5,776,1,0,2,0,3,2024,62,2,1,4,-1,3,4067,6,30,3,13,2,6,0,0,5,15,1,1,1,0,0,0,1,2,-1,0,0,14,12
2024,9,0,-1,19,6,2,0,1,1,0,0,0,1,1,-1,6,2,18,4,999,1,20,6,0,3,2024,63,2,1,4,-1,3,487,6,60,-1,13,4,6,0,-1,-1,0,1,1,1,-1,-1,0,2,1,-1,1,0,18,9
2024,9,0,-1,19,6,2,0,0,1,0,2,10,1,1,-1,9,1,17,4,999,1,23,8,0,1,2024,3,1,2,4,-1,3,590,6,40,-1,0,-1,6,0,-1,-1,0,4,1,1,-1,-1,0,2,1,1,1,1,23,4
2024,9,0,9,9,7,5,0,8,0,0,0,0,1,1,6,6,2,21,5,1390,1,19,6,0,3,2024,52,2,2,5,-1,6,0,6,30,6,16,2,3,36,0,0,0,4,1,1,0,0,0,1,1,2,0,0,20,1
2024,9,0,-1,19,2,6,0,8,0,0,0,0,1,9,-1,6,1,25,5,1598,1,20,2,0,3,2024,20,2,1,4,-1,3,38,3,40,-1,19,4,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,1,0,18,4
2024,9,0,4,4,8,4,0,0,0,0,0,0,1,1,6,6,1,21,5,1995,2,18,9,0,4,2024,12,2,1,1,-1,3,59,6,40,0,0,-1,0,-1,0,0,0,1,2,2,0,0,0,2,1,2,0,0,15,3
2024,9,0,-1,7,7,3,0,1,5,0,0,0,4,1,-1,6,1,25,5,1995,2,8,6,0,4,2024,50,1,2,1,-1,3,394,6,30,-1,19,3,6,0,-1,-1,0,4,1,1,-1,-1,0,2,2,2,1,0,1,4
2024,9,0,-1,5,1,5,0,4,0,0,0,0,1,1,-1,9,1,20,4,1995,2,13,2,0,2,2024,99,2,1,1,-1,3,78,7,60,-1,-1,4,3,71,-1,-1,0,1,1,1,-1,-1,0,1,1,-1,1,0,17,3
2024,9,0,-1,19,4,8,0,0,0,4,0,0,1,9,-1,6,1,18,4,2998,1,5,-1,0,-1,2024,20,2,1,1,-1,3,41,6,30,-1,0,-1,6,0,-1,-1,0,4,1,1,-1,-1,0,1,2,2,1,0,3,5
2024,9,0,9,9,1,7,0,8,0,0,1,1,1,1,6,6,2,25,5,2000,2,14,7,0,4,2024,30,2,6,1,-1,3,52,6,30,6,16,2,3,601,0,5,15,1,2,2,1,1,11,1,1,2,0,0,12,9
