collision_year_x,vehicle_type,towing_and_articulation,vehicle_manoeuvre_historic,vehicle_manoeuvre,vehicle_direction_from,vehicle_direction_to,vehicle_location_restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,first_point_of_impact,vehicle_left_hand_drive,journey_purpose_of_driver_historic,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_cc,propulsion_code,age_of_vehicle,driver_imd_decile,escooter_flag,driver_distance_banding,collision_year_y,police_force,number_of_vehicles,number_of_casualties,day_of_week,local_authority_district,first_road_class,first_road_number,road_type,speed_limit,junction_detail_historic,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control_historic,pedestrian_crossing_physical_facilities_historic,pedestrian_crossing,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards_historic,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,collision_injury_based,high_risk,hour,month
2024,9,0,16,19,7,3,0,0,0,0,0,0,1,1,6,6,1,21,5,1596,1,20,7,0,1,2024,12,1,2,7,-1,3,6108,6,60,0,0,-1,0,-1,0,0,0,6,1,1,0,0,0,2,1,2,0,0,0,6
2024,9,0,-1,9,8,5,0,5,0,0,0,0,4,9,-1,6,1,23,5,1499,1,0,10,0,3,2024,20,2,1,1,-1,3,4400,6,30,-1,19,2,3,4400,-1,-1,15,1,1,1,-1,-1,0,1,1,2,1,0,15,1
2024,9,0,-1,19,7,3,0,0,2,0,1,0,1,1,-1,6,1,24,5,1499,1,9,7,0,1,2024,40,1,1,4,-1,4,560,6,60,-1,0,-1,-1,-1,-1,-1,0,6,1,1,-1,-1,0,2,1,2,1,0,19,9
2024,9,0,-1,9,1,5,0,3,0,0,0,0,1,1,-1,9,1,21,5,1496,2,7,2,0,1,2024,40,2,2,7,-1,3,505,3,30,-1,19,4,6,0,-1,-1,0,4,1,2,-1,-1,0,1,1,2,1,0,19,2
2024,9,0,6,6,2,2,0,8,0,0,0,0,3,1,6,6,2,19,4,1496,2,9,10,0,2,2024,30,2,2,1,-1,3,601,2,40,3,13,2,6,0,0,0,0,4,1,1,0,0,0,1,1,2,0,1,17,4
2024,9,0,-1,19,7,4,0,6,0,0,0,0,2,9,-1,9,1,19,4,1496,2,8,1,0,1,2024,20,2,3,6,-1,4,4124,6,30,-1,13,4,6,0,-1,-1,0,1,2,2,-1,-1,0,1,1,2,1,0,10,2
2024,9,0,-1,4,5,7,0,0,0,0,0,0,1,9,-1,9,2,19,4,1995,2,10,7,0,1,2024,50,3,1,7,-1,3,3022,7,40,-1,0,-1,3,3022,-1,-1,14,1,1,1,-1,-1,0,2,1,2,1,0,13,2
2024,9,0,-1,19,2,6,0,0,2,0,1,0,4,1,-1,9,1,20,4,1995,2,16,-1,0,-1,2024,99,1,1,1,-1,3,92,3,70,-1,0,-1,-1,-1,-1,-1,0,6,1,2,-1,-1,0,2,1,-1,1,1,4,10
2024,9,0,18,19,2,6,0,8,0,0,0,0,1,1,1,1,1,24,5,1499,8,0,9,0,2,2024,12,2,2,4,-1,3,658,6,60,6,16,4,6,0,0,0,0,1,1,1,0,0,0,2,1,2,0,0,16,9
2024,9,0,17,19,4,2,0,8,1,0,1,7,1,1,2,2,2,20,4,1596,1,18,10,0,5,2024,61,2,1,4,-1,3,4043,1,40,1,0,4,3,4043,0,0,0,1,8,4,0,0,0,1,1,-1,0,0,14,3
2024,9,0,18,19,2,6,0,8,0,0,7,0,1,1,6,6,1,18,4,1995,2,14,3,0,2,2024,43,2,1,6,-1,6,0,6,30,3,13,4,6,0,0,0,0,1,1,1,0,0,0,1,1,2,0,0,15,7
2024,9,0,-1,9,7,5,0,6,0,0,0,0,4,1,-1,9,1,24,5,1995,2,8,8,0,2,2024,34,2,1,5,-1,3,508,6,50,-1,18,4,6,0,-1,-1,0,1,8,2,-1,-1,13,2,1,2,1,1,13,2
2024,9,0,-1,-1,5,1,9,1,0,7,0,0,1,2,6,6,1,23,5,1499,1,6,7,0,3,2024,1,2,1,1,-1,3,123,7,30,-1,-1,4,6,0,0,5,15,4,1,1,0,0,0,1,1,2,0,0,17,11
2024,9,0,18,19,1,4,0,3,0,7,1,10,1,1,6,6,1,20,4,1995,2,15,4,0,1,2024,52,2,2,3,-1,3,358,6,30,2,0,4,3,39,0,8,17,1,1,1,0,0,0,2,1,2,0,1,13,7
2024,9,0,18,19,4,8,0,8,0,0,0,0,4,1,6,6,1,22,5,1598,1,10,3,0,1,2024,44,2,1,1,-1,6,0,6,30,7,17,4,6,0,0,0,0,7,1,1,0,0,0,1,1,2,0,0,21,8
2024,9,0,-1,19,7,4,0,0,0,7,1,0,4,1,-1,9,1,19,4,1499,1,8,4,0,1,2024,99,1,1,6,-1,3,75,6,60,-1,0,-1,-1,-1,-1,-1,0,6,2,2,-1,-1,0,2,1,-1,1,0,21,11
2024,9,0,-1,19,5,5,0,2,0,0,0,0,1,1,-1,6,1,22,5,1499,1,5,1,0,1,2024,13,3,1,2,-1,6,0,6,30,-1,13,4,6,0,-1,-1,0,4,1,1,-1,-1,0,1,2,2,1,0,2,5
2024,9,0,-1,19,5,1,0,1,0,0,1,0,3,1,-1,9,1,22,5,1499,1,7,1,0,1,2024,13,2,2,1,-1,6,0,6,30,-1,13,4,6,0,-1,-1,0,1,1,1,-1,-1,0,1,2,2,1,0,14,6
2024,9,0,-1,19,3,7,0,0,0,0,0,0,1,1,-1,6,2,22,5,1995,2,14,1,0,2,2024,4,2,1,3,-1,3,678,6,30,-1,0,-1,-1,-1,-1,-1,0,1,1,1,-1,-1,0,1,2,2,1,0,16,4
2024,9,0,18,19,4,8,0,8,0,0,0,0,1,1,6,6,1,23,5,1995,2,11,10,0,4,2024,55,2,1,7,-1,5,0,6,40,3,13,4,6,0,0,0,0,1,1,1,0,0,0,2,1,2,0,0,14,4
2024,9,0,-1,7,7,1,9,0,2,0,1,0,1,9,-1,6,1,20,4,1995,1,16,-1,0,-1,2024,6,2,1,4,-1,4,6473,6,30,-1,0,-1,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,1,0,13,10
2024,9,0,-1,9,7,5,0,6,0,0,0,0,3,1,-1,9,1,25,5,1995,2,15,2,0,5,2024,4,2,1,6,-1,6,0,6,30,-1,13,4,6,0,-1,-1,0,4,1,1,-1,-1,0,1,1,2,1,1,22,9
2024,9,0,-1,19,6,2,0,1,0,0,0,0,1,1,-1,9,2,23,5,1496,2,6,8,0,1,2024,16,1,1,6,-1,6,0,6,30,-1,16,4,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,1,1,21,7
2024,9,0,-1,4,1,5,0,8,0,0,0,0,1,1,-1,9,1,22,5,1496,2,9,6,0,1,2024,30,2,1,1,-1,6,0,6,30,-1,13,4,6,0,-1,-1,0,4,1,1,-1,-1,0,1,1,2,1,1,17,12
2024,9,0,-1,19,1,1,0,1,0,1,0,0,4,1,-1,6,1,23,5,1995,2,10,2,0,5,2024,13,3,1,1,-1,6,0,6,30,-1,16,4,6,0,-1,-1,0,1,1,1,-1,-1,18,1,1,2,1,0,16,2
2024,9,0,-1,19,1,5,0,0,0,0,1,10,1,1,-1,9,1,19,4,1596,1,18,3,0,1,2024,31,1,2,3,-1,3,6514,3,40,-1,0,-1,6,0,-1,-1,0,4,8,2,-1,-1,0,1,1,2,1,1,23,10
2024,9,0,9,9,7,5,0,6,0,0,0,0,1,2,6,6,1,19,4,1499,1,6,9,0,1,2024,1,1,1,5,-1,3,24,3,30,6,16,4,6,0,0,4,14,1,1,1,0,0,0,1,1,2,0,1,13,12
2024,9,0,5,5,3,7,0,8,0,0,0,0,1,1,6,6,1,22,5,1995,2,17,10,0,2,2024,62,2,1,4,-1,3,4118,3,30,6,16,4,6,0,0,0,0,4,1,2,0,0,0,1,1,-1,0,1,22,1
2024,9,0,-1,19,5,1,0,0,0,0,0,0,1,9,-1,6,2,24,5,1499,1,7,9,0,1,2024,6,2,1,6,-1,6,0,6,30,-1,0,-1,6,0,-1,-1,0,4,2,2,-1,-1,0,1,1,2,1,0,1,10
2024,9,0,16,19,4,8,0,0,5,0,1,0,1,1,6,6,1,18,4,1597,1,16,8,0,5,2024,54,2,1,5,-1,1,4,3,70,0,0,-1,0,-1,0,0,0,1,1,2,0,0,0,2,1,1,0,0,13,9
2024,9,0,18,19,1,5,0,0,0,10,1,0,1,1,6,6,1,23,5,1499,1,5,6,0,1,2024,5,1,1,1,-1,4,5193,6,60,0,0,-1,0,-1,0,0,0,6,1,2,0,0,0,2,1,2,0,0,2,11
2024,9,0,-1,19,4,8,0,0,1,0,7,2,1,1,-1,9,1,22,5,1995,2,12,5,0,1,2024,50,1,1,7,-1,3,392,6,40,-1,0,-1,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,1,0,12,5
2024,9,0,9,9,3,1,0,1,0,0,0,0,1,1,1,1,1,24,5,1995,2,18,-1,0,-1,2024,60,2,1,7,-1,4,5433,6,20,3,13,4,4,5101,0,8,17,1,1,1,0,0,0,2,1,-1,0,1,18,6
2024,9,0,-1,19,2,6,0,8,0,0,0,0,4,1,-1,6,2,22,5,1995,2,15,1,0,1,2024,35,2,1,3,-1,6,0,6,30,-1,13,4,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,1,0,12,10
2024,9,0,-1,19,3,7,0,0,0,4,1,3,2,1,-1,9,1,20,4,1995,2,10,3,0,3,2024,14,2,1,2,-1,6,0,6,30,-1,0,-1,6,0,-1,-1,0,4,2,2,-1,-1,0,1,1,2,1,1,21,10
2024,9,0,-1,19,4,8,0,2,1,0,0,0,1,1,-1,9,1,17,4,1995,2,10,-1,0,-1,2024,99,3,1,7,-1,3,96,6,30,-1,17,2,6,0,-1,-1,13,4,1,2,-1,-1,0,1,1,-1,1,0,21,11
2024,9,0,-1,19,5,1,0,1,1,0,1,1,1,9,-1,6,1,22,5,1499,1,5,2,0,5,2024,14,1,1,1,-1,3,630,1,50,-1,-1,2,1,1,-1,-1,0,1,1,2,-1,-1,0,2,1,2,1,0,5,5
2024,9,0,-1,19,7,3,0,0,0,2,0,0,1,1,-1,6,1,22,5,1598,2,12,8,0,2,2024,16,3,1,1,-1,3,180,3,70,-1,0,-1,-1,-1,-1,-1,0,1,1,1,-1,-1,13,1,1,1,1,0,18,4
2024,9,0,18,19,8,4,0,0,0,0,0,0,1,1,6,6,1,19,4,1995,2,10,-1,0,-1,2024,60,10,4,5,-1,3,55,3,70,0,0,-1,0,-1,0,0,0,1,7,2,0,0,0,2,1,-1,0,0,8,11
2024,9,0,-1,19,6,2,0,0,0,0,0,0,1,1,-1,9,2,25,5,1995,2,15,2,0,1,2024,50,2,4,7,-1,3,379,6,30,-1,0,-1,6,0,-1,-1,0,1,1,1,-1,-1,0,2,1,2,1,0,20,6
2024,9,0,-1,3,7,3,0,1,0,0,0,0,4,1,-1,9,1,22,5,1499,1,1,-1,0,-1,2024,7,2,1,6,-1,3,533,6,30,-1,16,2,3,533,-1,-1,0,4,8,1,-1,-1,0,1,1,2,1,0,20,11
2024,9,0,-1,19,3,7,0,1,0,0,0,0,1,1,-1,9,2,20,4,1995,2,11,10,0,1,2024,10,2,1,6,-1,4,6323,6,60,-1,13,4,4,6324,-1,-1,0,1,1,1,-1,-1,0,2,2,2,1,0,17,6
2024,9,0,-1,19,7,3,0,0,2,0,0,0,3,1,-1,9,1,17,4,1598,1,10,5,0,1,2024,4,1,2,2,-1,6,0,6,40,-1,0,-1,6,0,-1,-1,0,1,2,2,-1,-1,0,2,1,2,1,1,12,12
2024,9,0,9,9,7,5,0,6,0,0,0,0,3,1,6,6,1,20,4,1995,2,17,5,0,1,2024,30,2,1,5,-1,6,0,6,30,3,13,4,6,0,0,0,0,4,2,2,0,0,0,1,1,2,0,0,23,7
2024,9,0,-1,19,6,2,0,0,5,0,1,10,1,1,-1,6,1,25,5,1596,1,17,7,0,1,2024,63,1,1,3,-1,6,0,6,60,-1,0,-1,-1,-1,-1,-1,0,1,8,2,-1,-1,0,2,1,-1,1,0,6,9
2024,9,0,18,19,2,6,0,8,0,0,7,11,1,1,2,2,1,21,5,1499,1,6,8,0,1,2024,30,2,3,6,-1,6,0,6,30,3,13,4,6,0,0,8,17,1,1,1,0,0,0,1,1,2,0,0,11,6
2024,9,0,-1,19,5,1,0,0,0,0,7,11,1,1,-1,6,1,19,4,1998,1,7,2,0,1,2024,40,3,4,4,-1,3,5228,6,30,-1,0,-1,6,0,-1,-1,0,4,2,2,-1,-1,0,1,1,2,1,0,21,10
2024,9,0,-1,19,5,1,0,0,0,0,0,0,1,9,-1,6,1,23,5,1995,2,12,8,0,2,2024,20,2,2,4,-1,3,4123,3,30,-1,0,-1,3,4168,-1,-1,0,1,1,1,-1,-1,0,1,1,2,1,0,19,7
2024,9,0,18,19,2,6,0,8,0,0,7,11,1,1,6,6,2,19,4,1499,1,5,1,0,3,2024,52,1,2,6,-1,3,39,6,40,6,16,4,6,0,0,0,0,6,1,2,0,0,0,2,1,2,0,0,22,9
2024,9,0,-1,19,4,8,0,0,0,0,0,0,1,9,-1,2,1,24,5,1496,2,2,6,0,3,2024,22,2,1,1,-1,3,458,6,60,-1,0,-1,-1,-1,-1,-1,0,1,1,2,-1,-1,21,2,1,2,1,0,16,3
2024,9,0,-1,4,4,8,0,0,0,0,0,0,3,1,-1,9,2,24,5,1598,2,10,1,0,1,2024,20,2,1,7,-1,6,0,6,20,-1,0,-1,-1,-1,-1,-1,0,1,1,1,-1,-1,0,1,3,2,1,0,17,7
2024,9,0,-1,19,7,3,0,6,0,0,0,0,3,1,-1,9,1,20,4,1496,2,6,2,0,1,2024,13,2,1,6,-1,3,647,1,30,-1,-1,4,4,6381,-1,-1,0,4,2,2,-1,-1,0,1,1,2,1,0,5,8
2024,9,0,-1,1,1,5,0,0,0,0,0,0,2,1,-1,2,1,25,5,1499,1,0,1,0,1,2024,20,1,1,7,-1,4,4531,3,30,-1,0,-1,-1,-1,-1,-1,0,1,1,1,-1,-1,0,1,1,2,1,0,13,7
2024,9,0,9,9,5,1,0,8,0,0,1,0,0,1,1,1,1,24,5,1995,1,16,10,0,3,2024,12,3,2,4,-1,3,168,6,60,3,13,4,6,0,0,0,0,1,1,1,0,0,0,2,1,2,0,1,8,5
2024,9,0,-1,19,2,6,0,0,1,0,1,4,1,1,-1,6,1,23,5,1998,1,3,6,0,1,2024,99,1,1,3,-1,3,78,3,70,-1,0,-1,-1,-1,-1,-1,0,6,7,1,-1,-1,0,2,1,-1,1,0,20,11
2024,9,0,9,9,3,7,0,8,0,0,0,0,3,1,2,2,1,23,5,1598,1,12,9,0,4,2024,7,2,1,2,-1,3,50,6,60,3,13,4,6,0,0,0,0,1,1,1,0,0,0,2,1,2,0,0,12,6
2024,9,0,18,19,8,4,0,1,5,0,1,2,4,1,6,6,1,20,4,1995,2,5,3,0,1,2024,5,1,3,3,-1,3,562,3,40,9,19,4,6,0,0,0,0,4,1,1,0,0,0,1,1,2,0,1,3,6
2024,9,0,-1,19,6,2,0,0,0,0,0,0,1,9,-1,6,1,25,5,1496,2,1,4,0,1,2024,20,3,1,1,-1,3,4053,3,40,-1,0,-1,-1,-1,-1,-1,0,1,8,2,-1,-1,0,1,1,2,1,1,11,4
2024,9,0,-1,13,1,5,0,0,5,10,7,11,1,1,-1,9,1,24,5,1598,1,12,1,0,1,2024,20,1,1,2,-1,6,0,6,30,-1,0,-1,6,0,-1,-1,0,4,1,2,-1,-1,0,1,1,2,1,0,20,11
2024,9,0,-1,19,5,3,0,0,0,0,0,0,2,1,-1,6,1,23,5,1995,2,10,2,0,2,2024,20,2,1,7,-1,6,0,1,30,-1,0,-1,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,1,0,18,4
2024,9,0,-1,9,5,2,0,6,0,0,0,0,3,1,-1,9,1,25,5,1995,2,12,7,0,4,2024,22,2,1,1,-1,3,465,6,40,-1,13,4,6,0,-1,-1,0,6,1,1,-1,-1,0,1,1,2,1,0,17,2
2024,9,0,7,7,7,1,0,5,0,0,0,0,4,1,6,6,1,23,5,1995,2,12,-1,0,-1,2024,44,2,1,3,-1,6,0,6,30,3,13,4,6,0,0,0,0,1,1,1,0,0,0,1,2,2,0,0,8,4
2024,9,0,17,19,1,5,0,8,0,0,0,0,2,1,6,6,1,18,4,1995,2,15,7,0,1,2024,52,2,2,1,-1,6,0,6,30,3,13,4,6,0,0,0,0,4,2,2,0,0,0,1,1,2,0,0,21,9
2024,9,0,-1,5,4,6,0,1,0,0,0,0,1,1,-1,6,1,21,5,1995,2,10,6,0,1,2024,20,2,1,3,-1,1,6,7,30,-1,-1,2,3,461,-1,-1,0,1,1,1,-1,-1,0,2,3,1,1,0,5,6
2024,9,0,-1,19,1,5,0,1,0,0,0,0,1,1,-1,6,2,25,5,1995,2,9,1,0,1,2024,20,1,1,2,-1,6,0,6,30,-1,13,4,6,0,-1,-1,0,4,2,2,-1,-1,0,1,1,2,1,0,18,12
2024,9,0,5,5,5,1,0,8,0,0,0,0,3,1,6,6,1,22,5,1995,1,15,-1,0,-1,2024,60,2,1,7,-1,3,548,6,20,6,16,2,6,0,0,5,15,1,4,1,0,0,0,1,1,-1,0,0,17,10
2024,9,0,-1,19,6,2,0,1,0,0,1,0,4,1,-1,2,1,20,4,1496,2,8,1,0,1,2024,31,1,2,7,-1,6,0,6,30,-1,19,4,6,0,-1,-1,0,4,1,2,-1,-1,0,1,1,2,1,0,6,2
2024,9,0,-1,9,8,6,0,1,0,0,0,0,1,1,-1,6,2,24,5,1995,2,5,5,0,1,2024,99,3,1,1,-1,6,0,6,30,-1,16,4,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,-1,1,1,17,3
2024,9,0,-1,19,7,3,0,8,0,0,0,0,1,2,-1,7,1,20,4,1995,2,6,2,0,1,2024,30,3,1,4,-1,6,0,6,30,-1,13,4,6,0,-1,-1,0,1,1,2,-1,-1,0,1,1,2,1,0,8,11
2024,9,0,-1,19,2,6,9,0,1,0,1,0,1,1,-1,6,1,25,5,1995,2,12,6,0,1,2024,20,5,1,5,-1,6,0,6,30,-1,0,-1,6,0,-1,-1,0,4,1,1,-1,-1,0,1,1,2,1,0,4,5
2024,9,0,-1,7,3,7,0,0,0,0,0,0,0,1,-1,9,1,21,5,1496,2,8,10,0,5,2024,99,2,1,4,-1,3,90,3,30,-1,0,-1,3,90,-1,-1,15,1,1,1,-1,-1,0,1,1,-1,1,0,12,9
2024,9,0,-1,7,2,6,0,8,0,0,0,0,3,1,-1,6,1,19,4,1499,1,6,8,0,1,2024,99,3,4,7,-1,3,935,6,60,-1,13,4,6,0,-1,-1,0,1,1,1,-1,-1,0,2,1,-1,1,0,16,7
2024,9,0,-1,7,3,5,9,5,1,0,0,0,4,1,-1,6,2,20,4,1496,2,5,8,0,2,2024,50,2,1,4,-1,4,3201,6,30,-1,19,4,6,0,-1,-1,0,4,1,1,-1,-1,17,1,1,2,1,0,23,6
2024,9,0,18,19,8,4,0,0,0,0,0,0,1,1,6,6,1,20,4,1995,2,13,5,0,4,2024,55,2,1,2,-1,3,354,6,30,0,0,-1,0,-1,0,1,13,1,1,1,0,0,0,1,1,2,0,0,11,12
2024,9,0,-1,19,6,1,0,0,0,0,0,0,1,1,-1,9,1,21,5,1499,1,1,-1,0,-1,2024,99,3,1,7,-1,1,8,3,70,-1,0,-1,3,720,-1,-1,0,1,1,1,-1,-1,0,2,1,-1,1,0,10,8
2024,9,0,-1,19,7,3,0,0,0,0,0,0,1,1,-1,6,1,18,4,1995,2,13,2,0,2,2024,35,2,3,1,-1,3,1139,3,60,-1,0,-1,-1,-1,-1,-1,0,4,1,1,-1,-1,0,2,1,2,1,0,2,10
2024,9,0,-1,19,5,1,0,0,0,0,0,0,1,1,-1,6,1,23,5,1499,1,7,5,0,1,2024,99,2,1,3,-1,4,7076,6,60,-1,0,-1,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,-1,1,1,23,10
2024,9,0,18,19,5,1,0,1,0,0,0,0,4,1,6,6,2,25,5,1998,1,0,4,0,1,2024,5,2,1,2,-1,6,0,6,20,3,13,4,6,0,0,0,0,1,1,1,0,0,0,1,2,2,0,0,20,6
2024,9,0,-1,19,7,3,0,0,0,0,0,0,1,1,-1,6,1,22,5,2979,1,16,1,0,1,2024,20,1,1,5,-1,6,0,6,30,-1,0,-1,6,0,-1,-1,17,1,1,1,-1,-1,0,1,2,2,1,0,8,6
2024,9,0,-1,19,4,8,0,0,0,0,0,0,4,1,-1,6,2,22,5,1995,2,10,3,0,1,2024,50,1,1,1,-1,6,0,6,60,-1,0,-1,6,0,-1,-1,0,6,2,2,-1,-1,15,2,1,2,1,0,1,10
2024,9,0,-1,19,5,1,0,8,0,0,0,0,3,1,-1,9,1,24,5,1995,2,4,2,0,4,2024,16,2,1,4,-1,4,1249,6,60,-1,-1,4,4,1249,-1,-1,0,1,2,2,-1,-1,0,2,1,2,1,1,10,1
2024,9,0,-1,19,1,5,0,4,0,0,0,0,1,1,-1,6,1,21,5,1499,1,1,2,0,2,2024,99,2,1,2,-1,4,916,1,30,-1,-1,4,6,0,-1,-1,0,4,7,2,-1,-1,0,1,1,-1,1,0,22,11
2024,9,0,-1,19,2,6,0,1,0,0,0,0,1,1,-1,6,1,25,5,1995,1,15,-1,0,-1,2024,20,2,1,7,-1,3,38,3,30,-1,17,2,3,4540,-1,-1,14,4,1,1,-1,-1,0,1,2,2,1,0,3,5
2024,9,0,-1,19,1,5,0,0,0,0,0,0,4,9,-1,9,2,25,5,1995,2,13,1,0,1,2024,4,2,1,4,-1,6,0,6,30,-1,0,-1,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,1,0,14,4
2024,9,0,7,7,5,7,0,3,5,0,0,0,4,1,6,6,1,21,5,1995,2,19,6,0,1,2024,44,1,1,4,-1,3,3,6,30,1,0,4,3,397,0,0,0,4,1,2,0,0,0,1,1,2,0,0,19,11
2024,9,0,-1,19,7,3,0,0,5,10,1,4,1,1,-1,6,1,25,5,1995,2,17,2,0,1,2024,34,1,1,7,-1,4,573,6,40,-1,0,-1,-1,-1,-1,-1,0,1,1,1,-1,-1,0,1,1,2,1,0,12,1
2024,9,0,-1,19,2,6,0,1,0,0,0,0,1,2,-1,9,1,18,4,1598,1,11,2,0,2,2024,14,2,5,2,-1,6,0,6,60,-1,16,4,4,6097,-1,-1,0,6,1,2,-1,-1,0,1,1,2,1,0,23,12
2024,9,0,-1,5,2,8,0,8,1,0,0,0,1,1,-1,6,2,24,5,1499,1,4,2,0,1,2024,31,2,2,7,-1,6,0,3,30,-1,16,2,3,6514,-1,-1,15,1,1,1,-1,-1,0,1,1,2,1,0,18,9
2024,9,0,18,19,1,5,0,4,0,0,3,0,4,1,6,6,1,22,5,1995,2,8,5,0,1,2024,1,2,4,3,-1,3,1112,1,30,1,0,4,4,178,0,0,0,5,2,2,0,0,0,1,1,2,0,0,23,10
2024,9,0,-1,9,3,8,0,8,0,0,0,0,1,1,-1,6,1,18,4,1496,2,7,5,0,2,2024,99,2,2,7,-1,3,719,3,30,-1,16,2,6,0,-1,-1,0,1,2,2,-1,-1,0,1,1,-1,1,0,19,7
2024,9,0,18,19,3,7,0,0,1,0,7,10,1,1,6,6,1,19,4,1995,2,15,2,0,2,2024,44,1,1,3,-1,6,0,6,40,0,0,-1,0,-1,0,0,0,6,2,2,0,0,0,2,1,2,0,0,23,10
2024,9,0,-1,19,2,6,0,1,0,0,0,0,3,1,-1,9,1,24,5,1499,1,3,-1,0,-1,2024,20,3,1,1,-1,3,5127,6,30,-1,13,4,6,0,-1,-1,14,4,1,1,-1,-1,0,1,1,2,1,1,22,7
2024,9,0,-1,19,1,5,0,8,1,10,1,4,1,1,-1,6,1,20,4,1995,2,14,7,0,1,2024,20,2,2,7,-1,4,4171,6,30,-1,13,4,6,0,-1,-1,14,4,2,2,-1,-1,0,1,1,2,1,1,2,10
2024,9,0,11,11,1,5,0,0,1,0,1,4,1,1,6,6,1,23,5,1995,2,14,9,0,4,2024,55,1,1,6,-1,3,338,3,70,0,0,-1,0,-1,0,0,0,1,2,2,0,0,0,2,1,2,0,0,18,9
2024,9,0,-1,19,6,2,0,8,0,0,0,0,1,1,-1,9,1,20,4,1496,2,5,1,0,1,2024,17,2,1,5,-1,6,0,6,30,-1,13,4,6,0,-1,-1,0,1,2,2,-1,-1,0,1,1,2,1,0,13,9
2024,9,0,18,19,4,8,0,0,0,0,0,0,1,1,6,6,1,18,4,1596,1,19,5,0,1,2024,52,1,1,2,-1,6,0,6,60,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,2,1,2,0,0,9,11
2024,9,0,18,19,1,5,0,0,0,0,1,10,1,1,1,1,2,21,5,1995,2,15,10,0,1,2024,54,1,1,7,-1,3,429,6,60,0,0,-1,0,-1,0,0,0,7,2,2,0,0,0,2,1,2,0,1,6,10
2024,9,0,-1,10,4,7,0,1,0,0,0,0,0,1,-1,9,1,24,5,1496,2,8,10,0,1,2024,3,3,4,5,-1,3,689,6,60,-1,19,4,6,0,-1,-1,0,1,2,2,-1,-1,0,2,1,2,1,1,13,5
2024,9,0,-1,19,6,2,0,8,0,0,0,0,1,9,-1,9,1,23,5,1995,2,7,1,0,1,2024,20,2,2,3,-1,4,4107,6,30,-1,16,4,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,1,1,14,3
2024,9,0,-1,19,2,6,0,1,5,0,2,10,1,1,-1,9,1,19,4,1995,2,12,4,0,1,2024,50,1,1,7,-1,3,394,6,60,-1,19,4,6,0,-1,-1,0,6,5,2,-1,-1,0,2,1,2,1,0,23,11
2024,9,0,-1,19,7,3,0,1,0,0,0,0,1,1,-1,2,1,18,4,1995,2,12,2,0,1,2024,20,2,1,4,-1,6,0,6,30,-1,13,4,6,0,-1,-1,0,1,1,1,-1,-1,0,1,1,2,1,1,18,5
2024,9,0,-1,12,8,4,0,0,0,0,0,0,1,1,-1,9,2,23,5,1496,2,7,1,0,1,2024,20,2,1,4,-1,3,4540,3,40,-1,0,-1,-1,-1,-1,-1,0,4,1,1,-1,-1,0,1,2,2,1,0,22,7
2024,9,0,18,19,3,7,0,0,0,0,0,0,2,1,6,6,1,24,5,1995,2,7,3,0,1,2024,1,4,4,3,-1,3,406,3,50,0,0,-1,0,-1,0,0,0,1,1,1,0,0,0,2,1,2,0,0,21,6
2024,9,0,-1,19,1,5,0,8,0,0,0,0,1,1,-1,6,1,21,5,1995,2,14,1,0,2,2024,10,2,2,7,-1,3,192,6,30,-1,13,4,4,1325,-1,-1,0,6,1,2,-1,-1,0,2,1,2,1,0,16,1
2024,9,0,18,19,7,3,0,4,0,0,0,0,1,1,6,6,1,22,5,1995,2,7,2,0,1,2024,1,3,2,2,-1,5,0,1,30,1,0,4,5,0,0,1,13,1,1,1,0,0,0,1,1,2,0,0,14,10
2024,9,0,-1,19,5,1,0,0,0,0,0,0,4,1,-1,6,1,20,4,1995,2,15,4,0,1,2024,16,2,1,4,-1,6,0,6,30,-1,0,-1,6,0,-1,-1,0,4,1,2,-1,-1,0,1,1,2,1,1,5,11
2024,9,0,-1,19,5,8,0,3,1,0,0,0,4,9,-1,9,1,21,5,1995,2,12,4,0,2,2024,46,2,1,6,-1,3,289,1,70,-1,-1,4,3,289,-1,-1,0,1,1,1,-1,-1,0,2,3,2,1,0,9,3
2024,9,0,-1,19,2,6,0,0,0,0,0,0,2,1,-1,9,1,22,5,1995,2,9,1,0,2,2024,47,2,1,3,-1,3,270,6,20,-1,0,-1,6,0,-1,-1,0,4,1,4,-1,-1,0,1,1,2,1,0,17,1
